"Pair","PfamH","Pfam","PFamL"
"Chloroperlidae_Physidae",0.00528541226215645,0.00323101777059774,0.0025
"Chloroperlidae_Polycentropodidae",0.0317124735729387,0.00969305331179321,0
"Chloroperlidae_Polymitarcyidae",0,0,0
"Chloroperlidae_Potamanthidae",0,0,0
"Chloroperlidae_Psephenidae",0.0528541226215645,0.0169628432956381,0
"Chloroperlidae_Pteronarcidae",0.0454545454545455,0.00484652665589661,0
"Chloroperlidae_Rhyacophilidae",0.0887949260042283,0.0258481421647819,0
"Chloroperlidae_Sialidae",0.00634249471458774,0.00323101777059774,0
"Chloroperlidae_Simuliidae",0.0697674418604651,0.031502423263328,0
"Chloroperlidae_Tabanidae",0.00422832980972516,0.0105008077544426,0
"Chloroperlidae_Turbellaria",0.0137420718816068,0.00484652665589661,0.0025
"Chloroperlidae_Uenoidae",0.0147991543340381,0.00403877221324717,0
"Coenagrionidae_Cordulegastridae",0,0,0.005
"Coenagrionidae_Corixidae",0,0.00323101777059774,0.0125
"Coenagrionidae_Corydalidae",0.0105708245243129,0.0113085621970921,0.005
"Coenagrionidae_Ephemerellidae",0.0169133192389006,0.00565428109854604,0
"Coenagrionidae_Ephemeridae",0.00211416490486258,0.0024232633279483,0
"Coenagrionidae_Glossosomatidae",0,0,0
"Coenagrionidae_Gomphidae",0.00422832980972516,0.00565428109854604,0
"Coenagrionidae_Haliplidae",0,0.00161550888529887,0.015
"Coenagrionidae_Helicopsychidae",0.00317124735729387,0.0024232633279483,0
"Coenagrionidae_Heptageniidae",0.0232558139534884,0.0234248788368336,0.015
"Coenagrionidae_Hirudinea",0.00105708245243129,0.0024232633279483,0.0425
"Coenagrionidae_Hydroptilidae",0.00422832980972516,0.00888529886914378,0.015
"Coenagrionidae_Isonychiidae",0.0200845665961945,0.0145395799676898,0
"Coenagrionidae_Lepidostomatidae",0.00317124735729387,0.000807754442649435,0
"Coenagrionidae_Leptohyphidae",0.00739957716701903,0.00726978998384491,0
"Coenagrionidae_Leptophlebiidae",0.00211416490486258,0.00484652665589661,0
"Coenagrionidae_Leuctridae",0,0.00161550888529887,0.0025
"Coenagrionidae_Lymnaeidae",0,0.00323101777059774,0.0125
"Coenagrionidae_Nemouridae",0,0,0
"Coenagrionidae_Odontoceridae",0.00211416490486258,0.000807754442649435,0
"Coenagrionidae_Pelecypoda",0.00211416490486258,0.0105008077544426,0.0325
"Coenagrionidae_Peltoperlidae",0,0,0
"Coenagrionidae_Perlidae",0.0158562367864693,0.00888529886914378,0.0025
"Coenagrionidae_Perlodidae",0,0,0
"Coenagrionidae_Philopotamidae",0.0200845665961945,0.0274636510500808,0.0175
"Coenagrionidae_Physidae",0.00422832980972516,0.00807754442649435,0.0375
"Coenagrionidae_Polycentropodidae",0.00528541226215645,0.00323101777059774,0
"Coenagrionidae_Polymitarcyidae",0.00105708245243129,0.000807754442649435,0
"Coenagrionidae_Potamanthidae",0.00211416490486258,0.00161550888529887,0
"Coenagrionidae_Psephenidae",0.0169133192389006,0.0282714054927302,0.01
"Coenagrionidae_Pteronarcidae",0,0,0
"Coenagrionidae_Rhyacophilidae",0.00211416490486258,0.00161550888529887,0
"Coenagrionidae_Sialidae",0.00634249471458774,0.00726978998384491,0.0025
"Coenagrionidae_Simuliidae",0.0105708245243129,0.0105008077544426,0.0225
"Coenagrionidae_Tabanidae",0.00105708245243129,0.0024232633279483,0.0075
"Coenagrionidae_Turbellaria",0.0105708245243129,0.0121163166397415,0.065
"Coenagrionidae_Uenoidae",0.00211416490486258,0.000807754442649435,0
"Cordulegastridae_Corixidae",0,0,0
"Cordulegastridae_Corydalidae",0.00317124735729387,0.00484652665589661,0.005
"Cordulegastridae_Ephemerellidae",0.00739957716701903,0.00646203554119548,0.0025
"Cordulegastridae_Ephemeridae",0.00105708245243129,0,0
"Cordulegastridae_Glossosomatidae",0.00317124735729387,0.00161550888529887,0
"Cordulegastridae_Gomphidae",0.00422832980972516,0.00646203554119548,0.0025
"Cordulegastridae_Haliplidae",0,0,0.0025
"Cordulegastridae_Helicopsychidae",0.00105708245243129,0,0
"Cordulegastridae_Heptageniidae",0.00634249471458774,0.00565428109854604,0.0025
"Cordulegastridae_Hirudinea",0,0,0.0025
"Cordulegastridae_Hydroptilidae",0.00105708245243129,0.000807754442649435,0
"Cordulegastridae_Isonychiidae",0.00317124735729387,0.00161550888529887,0.0025
"Cordulegastridae_Lepidostomatidae",0.00422832980972516,0.0024232633279483,0
"Cordulegastridae_Leptohyphidae",0,0.000807754442649435,0.0025
"Cordulegastridae_Leptophlebiidae",0.00211416490486258,0.00161550888529887,0.0025
"Cordulegastridae_Leuctridae",0.00634249471458774,0.00888529886914378,0.005
"Cordulegastridae_Lymnaeidae",0.00105708245243129,0,0
"Cordulegastridae_Nemouridae",0.00105708245243129,0.000807754442649435,0
"Cordulegastridae_Odontoceridae",0.00105708245243129,0.000807754442649435,0
"Cordulegastridae_Pelecypoda",0.00211416490486258,0,0.005
"Cordulegastridae_Peltoperlidae",0.00105708245243129,0.00161550888529887,0
"Cordulegastridae_Perlidae",0.00739957716701903,0.00565428109854604,0
"Cordulegastridae_Perlodidae",0.00422832980972516,0.0024232633279483,0
"Cordulegastridae_Philopotamidae",0.00845665961945032,0.00565428109854604,0.0025
"Cordulegastridae_Physidae",0,0.000807754442649435,0.0025
"Cordulegastridae_Polycentropodidae",0.00105708245243129,0.00161550888529887,0.0025
"Cordulegastridae_Polymitarcyidae",0,0,0
"Cordulegastridae_Potamanthidae",0,0,0
"Cordulegastridae_Psephenidae",0.00528541226215645,0.00323101777059774,0.0025
"Cordulegastridae_Pteronarcidae",0.00528541226215645,0.000807754442649435,0
"Cordulegastridae_Rhyacophilidae",0.00951374207188161,0.00646203554119548,0.0025
"Cordulegastridae_Sialidae",0,0,0
"Cordulegastridae_Simuliidae",0.00528541226215645,0.00565428109854604,0.0025
"Cordulegastridae_Tabanidae",0.00211416490486258,0.00403877221324717,0.005
"Cordulegastridae_Turbellaria",0.00105708245243129,0,0.0025
"Cordulegastridae_Uenoidae",0.00105708245243129,0,0
"Corixidae_Corydalidae",0,0.000807754442649435,0
"Corixidae_Ephemerellidae",0,0.000807754442649435,0
"Corixidae_Ephemeridae",0,0,0
"Corixidae_Glossosomatidae",0,0,0
"Corixidae_Gomphidae",0,0.00161550888529887,0
"Corixidae_Haliplidae",0,0.000807754442649435,0.005
"Corixidae_Helicopsychidae",0,0,0
"Corixidae_Heptageniidae",0,0.00323101777059774,0.0025
"Corixidae_Hirudinea",0,0.000807754442649435,0.0125
"Corixidae_Hydroptilidae",0,0.000807754442649435,0.005
"Corixidae_Isonychiidae",0,0,0
"Corixidae_Lepidostomatidae",0,0,0
"Corixidae_Leptohyphidae",0,0.00161550888529887,0.0025
"Corixidae_Leptophlebiidae",0,0.000807754442649435,0
"Corixidae_Leuctridae",0,0,0
"Corixidae_Lymnaeidae",0,0.000807754442649435,0.0025
"Corixidae_Nemouridae",0,0,0
"Corixidae_Odontoceridae",0,0.000807754442649435,0
"Corixidae_Pelecypoda",0,0,0.0075
"Corixidae_Peltoperlidae",0,0,0
"Corixidae_Perlidae",0,0.000807754442649435,0
"Corixidae_Perlodidae",0,0,0
"Corixidae_Philopotamidae",0,0.0024232633279483,0
"Corixidae_Physidae",0,0.000807754442649435,0.0125
"Corixidae_Polycentropodidae",0,0.000807754442649435,0
"Corixidae_Polymitarcyidae",0,0,0
"Corixidae_Potamanthidae",0,0,0
"Corixidae_Psephenidae",0,0.00161550888529887,0
"Corixidae_Pteronarcidae",0,0,0
"Corixidae_Rhyacophilidae",0,0,0
"Corixidae_Sialidae",0,0.000807754442649435,0.0025
"Corixidae_Simuliidae",0,0.00161550888529887,0.0075
"Corixidae_Tabanidae",0,0.00161550888529887,0.0075
"Corixidae_Turbellaria",0,0,0.01
"Corixidae_Uenoidae",0,0,0
"Corydalidae_Ephemerellidae",0.180761099365751,0.0460420032310178,0.0075
"Corydalidae_Ephemeridae",0.0190274841437632,0.00565428109854604,0
"Corydalidae_Glossosomatidae",0.0909090909090909,0.0169628432956381,0.0025
"Corydalidae_Gomphidae",0.10676532769556,0.0363489499192246,0.005
"Corydalidae_Haliplidae",0,0,0
"Corydalidae_Helicopsychidae",0.03276955602537,0.0105008077544426,0
"Corydalidae_Heptageniidae",0.266384778012685,0.119547657512116,0.01
"Corydalidae_Hirudinea",0.00528541226215645,0.00565428109854604,0.005
"Corydalidae_Hydroptilidae",0.0528541226215645,0.031502423263328,0.0075
"Corydalidae_Isonychiidae",0.206131078224101,0.0856219709208401,0.0025
"Corydalidae_Lepidostomatidae",0.0243128964059197,0.00969305331179321,0
"Corydalidae_Leptohyphidae",0.0433403805496829,0.0169628432956381,0
"Corydalidae_Leptophlebiidae",0.0961945031712474,0.018578352180937,0.0025
"Corydalidae_Leuctridae",0.0792811839323467,0.0339256865912763,0.005
"Corydalidae_Lymnaeidae",0.00422832980972516,0.00403877221324717,0
"Corydalidae_Nemouridae",0.00317124735729387,0.000807754442649435,0
"Corydalidae_Odontoceridae",0.0359408033826638,0.00807754442649435,0
"Corydalidae_Pelecypoda",0.0348837209302326,0.0282714054927302,0.0075
"Corydalidae_Peltoperlidae",0.0158562367864693,0.00969305331179321,0
"Corydalidae_Perlidae",0.283298097251586,0.126009693053312,0.005
"Corydalidae_Perlodidae",0.0211416490486258,0.00323101777059774,0
"Corydalidae_Philopotamidae",0.284355179704017,0.168012924071082,0.0225
"Corydalidae_Physidae",0.00634249471458774,0.0121163166397415,0.01
"Corydalidae_Polycentropodidae",0.0433403805496829,0.0137318255250404,0.0025
"Corydalidae_Polymitarcyidae",0.00845665961945032,0.000807754442649435,0
"Corydalidae_Potamanthidae",0.00317124735729387,0.00161550888529887,0
"Corydalidae_Psephenidae",0.208245243128964,0.130856219709208,0.02
"Corydalidae_Pteronarcidae",0.0359408033826638,0.00807754442649435,0
"Corydalidae_Rhyacophilidae",0.114164904862579,0.0379644588045234,0.005
"Corydalidae_Sialidae",0.0169133192389006,0.0153473344103393,0.005
"Corydalidae_Simuliidae",0.105708245243129,0.10016155088853,0.03
"Corydalidae_Tabanidae",0.0116279069767442,0.00726978998384491,0.0075
"Corydalidae_Turbellaria",0.03276955602537,0.0387722132471729,0.015
"Corydalidae_Uenoidae",0.0105708245243129,0.00323101777059774,0.0025
"Ephemerellidae_Ephemeridae",0.0221987315010571,0.00323101777059774,0
"Ephemerellidae_Glossosomatidae",0.127906976744186,0.0137318255250404,0.0025
"Ephemerellidae_Gomphidae",0.149048625792812,0.0266558966074313,0
"Ephemerellidae_Haliplidae",0.00105708245243129,0,0
"Ephemerellidae_Helicopsychidae",0.0359408033826638,0.0105008077544426,0
"Ephemerellidae_Heptageniidae",0.450317124735729,0.105008077544426,0.0025
"Ephemerellidae_Hirudinea",0.0105708245243129,0.0024232633279483,0
"Ephemerellidae_Hydroptilidae",0.0813953488372093,0.0201938610662359,0.0025
"Ephemerellidae_Isonychiidae",0.331923890063425,0.0646203554119548,0.0025
"Ephemerellidae_Lepidostomatidae",0.0856236786469345,0.0161550888529887,0
"Ephemerellidae_Leptohyphidae",0.080338266384778,0.0169628432956381,0
"Ephemerellidae_Leptophlebiidae",0.197674418604651,0.0274636510500808,0.0025
"Ephemerellidae_Leuctridae",0.157505285412262,0.0387722132471729,0.0025
"Ephemerellidae_Lymnaeidae",0.00422832980972516,0.00403877221324717,0.0025
"Ephemerellidae_Nemouridae",0.0190274841437632,0.00565428109854604,0
"Ephemerellidae_Odontoceridae",0.0644820295983087,0.00888529886914378,0
"Ephemerellidae_Pelecypoda",0.0602536997885835,0.0218093699515347,0
"Ephemerellidae_Peltoperlidae",0.0391120507399577,0.00484652665589661,0
"Ephemerellidae_Perlidae",0.43446088794926,0.0904684975767367,0.0025
"Ephemerellidae_Perlodidae",0.087737843551797,0.00888529886914378,0
"Ephemerellidae_Philopotamidae",0.445031712473573,0.120355411954766,0.005
"Ephemerellidae_Physidae",0.0190274841437632,0.0105008077544426,0.0025
"Ephemerellidae_Polycentropodidae",0.0676532769556025,0.0226171243941842,0
"Ephemerellidae_Polymitarcyidae",0.0147991543340381,0.000807754442649435,0
"Ephemerellidae_Potamanthidae",0.0105708245243129,0.0024232633279483,0
"Ephemerellidae_Psephenidae",0.295983086680761,0.0840064620355412,0.0025
"Ephemerellidae_Pteronarcidae",0.0835095137420719,0.00807754442649435,0
"Ephemerellidae_Rhyacophilidae",0.214587737843552,0.04281098546042,0.0025
"Ephemerellidae_Sialidae",0.0221987315010571,0.00888529886914378,0
"Ephemerellidae_Simuliidae",0.206131078224101,0.0775444264943457,0.005
"Ephemerellidae_Tabanidae",0.0126849894291755,0.00888529886914378,0.005
"Ephemerellidae_Turbellaria",0.0750528541226216,0.0355411954765751,0.005
"Ephemerellidae_Uenoidae",0.0243128964059197,0.00646203554119548,0.0025
"Ephemeridae_Glossosomatidae",0.00422832980972516,0.000807754442649435,0
"Ephemeridae_Gomphidae",0.0232558139534884,0.00484652665589661,0
"Ephemeridae_Haliplidae",0,0,0
"Ephemeridae_Helicopsychidae",0.00317124735729387,0.0024232633279483,0
"Ephemeridae_Heptageniidae",0.0369978858350951,0.012924071082391,0
"Ephemeridae_Hirudinea",0.00105708245243129,0.000807754442649435,0
"Ephemeridae_Hydroptilidae",0.00211416490486258,0.00565428109854604,0
"Ephemeridae_Isonychiidae",0.0274841437632135,0.00888529886914378,0
"Ephemeridae_Lepidostomatidae",0.00105708245243129,0.000807754442649435,0
"Ephemeridae_Leptohyphidae",0.0105708245243129,0.00323101777059774,0
"Ephemeridae_Leptophlebiidae",0.0147991543340381,0.000807754442649435,0
"Ephemeridae_Leuctridae",0.0105708245243129,0.00323101777059774,0
"Ephemeridae_Lymnaeidae",0.00105708245243129,0,0
"Ephemeridae_Nemouridae",0.00105708245243129,0,0
"Ephemeridae_Odontoceridae",0.00317124735729387,0,0
"Ephemeridae_Pelecypoda",0.00634249471458774,0.00161550888529887,0
"Ephemeridae_Peltoperlidae",0.00211416490486258,0.000807754442649435,0
"Ephemeridae_Perlidae",0.0338266384778013,0.00323101777059774,0
"Ephemeridae_Perlodidae",0.00317124735729387,0.000807754442649435,0
"Ephemeridae_Philopotamidae",0.0295983086680761,0.0145395799676898,0
"Ephemeridae_Physidae",0.00105708245243129,0.0024232633279483,0
"Ephemeridae_Polycentropodidae",0.00634249471458774,0.00161550888529887,0
"Ephemeridae_Polymitarcyidae",0,0,0
"Ephemeridae_Potamanthidae",0.00422832980972516,0.000807754442649435,0
"Ephemeridae_Psephenidae",0.0359408033826638,0.0145395799676898,0
"Ephemeridae_Pteronarcidae",0.00317124735729387,0.000807754442649435,0
"Ephemeridae_Rhyacophilidae",0.00845665961945032,0.0024232633279483,0
"Ephemeridae_Sialidae",0.00845665961945032,0.0024232633279483,0
"Ephemeridae_Simuliidae",0.0147991543340381,0.00323101777059774,0
"Ephemeridae_Tabanidae",0.00211416490486258,0.00323101777059774,0
"Ephemeridae_Turbellaria",0.00105708245243129,0.00484652665589661,0
"Ephemeridae_Uenoidae",0.00105708245243129,0,0
"Glossosomatidae_Gomphidae",0.0570824524312896,0.0113085621970921,0
"Glossosomatidae_Haliplidae",0,0,0
"Glossosomatidae_Helicopsychidae",0.00845665961945032,0.000807754442649435,0
"Glossosomatidae_Heptageniidae",0.158562367864693,0.0266558966074313,0.0025
"Glossosomatidae_Hirudinea",0.00422832980972516,0.00161550888529887,0
"Glossosomatidae_Hydroptilidae",0.0200845665961945,0.00888529886914378,0
"Glossosomatidae_Isonychiidae",0.108879492600423,0.0161550888529887,0
"Glossosomatidae_Lepidostomatidae",0.0274841437632135,0.00484652665589661,0
"Glossosomatidae_Leptohyphidae",0.0200845665961945,0.00161550888529887,0
"Glossosomatidae_Leptophlebiidae",0.0708245243128964,0.00484652665589661,0
"Glossosomatidae_Leuctridae",0.0697674418604651,0.0153473344103393,0
"Glossosomatidae_Lymnaeidae",0.00105708245243129,0.00161550888529887,0.0025
"Glossosomatidae_Nemouridae",0.00317124735729387,0.000807754442649435,0
"Glossosomatidae_Odontoceridae",0.0274841437632135,0.00323101777059774,0
"Glossosomatidae_Pelecypoda",0.0105708245243129,0.00323101777059774,0
"Glossosomatidae_Peltoperlidae",0.00951374207188161,0.00323101777059774,0
"Glossosomatidae_Perlidae",0.170190274841438,0.0323101777059774,0.0025
"Glossosomatidae_Perlodidae",0.0243128964059197,0.0024232633279483,0
"Glossosomatidae_Philopotamidae",0.167019027484144,0.04281098546042,0.005
"Glossosomatidae_Physidae",0.00211416490486258,0.00161550888529887,0
"Glossosomatidae_Polycentropodidae",0.0243128964059197,0.0024232633279483,0
"Glossosomatidae_Polymitarcyidae",0,0,0
"Glossosomatidae_Potamanthidae",0.00105708245243129,0,0
"Glossosomatidae_Psephenidae",0.115221987315011,0.0331179321486268,0.0025
"Glossosomatidae_Pteronarcidae",0.0306553911205074,0.00403877221324717,0
"Glossosomatidae_Rhyacophilidae",0.0856236786469345,0.0193861066235864,0
"Glossosomatidae_Sialidae",0.00528541226215645,0.00161550888529887,0
"Glossosomatidae_Simuliidae",0.0613107822410148,0.0210016155088853,0.0025
"Glossosomatidae_Tabanidae",0.00422832980972516,0.0024232633279483,0.0025
"Glossosomatidae_Turbellaria",0.0158562367864693,0.00726978998384491,0
"Glossosomatidae_Uenoidae",0.00528541226215645,0.000807754442649435,0
"Gomphidae_Haliplidae",0,0,0
"Gomphidae_Helicopsychidae",0.025369978858351,0.0024232633279483,0
"Gomphidae_Heptageniidae",0.213530655391121,0.0565428109854604,0.0025
"Gomphidae_Hirudinea",0.00528541226215645,0.000807754442649435,0
"Gomphidae_Hydroptilidae",0.0295983086680761,0.0113085621970921,0
"Gomphidae_Isonychiidae",0.154334038054968,0.0387722132471729,0.0025
"Gomphidae_Lepidostomatidae",0.0380549682875264,0.00565428109854604,0
"Gomphidae_Leptohyphidae",0.0517970401691332,0.0161550888529887,0.0025
"Gomphidae_Leptophlebiidae",0.0813953488372093,0.0153473344103393,0
"Gomphidae_Leuctridae",0.0792811839323467,0.024232633279483,0.0025
"Gomphidae_Lymnaeidae",0.00422832980972516,0.00403877221324717,0
"Gomphidae_Nemouridae",0.00845665961945032,0.00323101777059774,0
"Gomphidae_Odontoceridae",0.0433403805496829,0.00646203554119548,0
"Gomphidae_Pelecypoda",0.0285412262156448,0.012924071082391,0
"Gomphidae_Peltoperlidae",0.0179704016913319,0.00726978998384491,0
"Gomphidae_Perlidae",0.199788583509514,0.0500807754442649,0
"Gomphidae_Perlodidae",0.0295983086680761,0.00484652665589661,0
"Gomphidae_Philopotamidae",0.202959830866808,0.0678513731825525,0.0025
"Gomphidae_Physidae",0.00845665961945032,0.00807754442649435,0.0025
"Gomphidae_Polycentropodidae",0.0391120507399577,0.00888529886914378,0
"Gomphidae_Polymitarcyidae",0.00211416490486258,0.000807754442649435,0
"Gomphidae_Potamanthidae",0.00422832980972516,0,0
"Gomphidae_Psephenidae",0.151162790697674,0.0646203554119548,0.0025
"Gomphidae_Pteronarcidae",0.0443974630021142,0.00646203554119548,0
"Gomphidae_Rhyacophilidae",0.0951374207188161,0.0193861066235864,0
"Gomphidae_Sialidae",0.0116279069767442,0.00888529886914378,0.0025
"Gomphidae_Simuliidae",0.0761099365750529,0.0363489499192246,0.0025
"Gomphidae_Tabanidae",0.0126849894291755,0.0137318255250404,0.0075
"Gomphidae_Turbellaria",0.0243128964059197,0.0145395799676898,0.005
"Gomphidae_Uenoidae",0.0137420718816068,0.0024232633279483,0
"Haliplidae_Helicopsychidae",0,0,0
"Haliplidae_Heptageniidae",0,0.000807754442649435,0.005
"Haliplidae_Hirudinea",0,0.000807754442649435,0.01
"Haliplidae_Hydroptilidae",0,0.00161550888529887,0
"Haliplidae_Isonychiidae",0.00105708245243129,0,0
"Haliplidae_Lepidostomatidae",0,0,0
"Haliplidae_Leptohyphidae",0,0,0.0025
"Haliplidae_Leptophlebiidae",0.00105708245243129,0,0
"Haliplidae_Leuctridae",0.00105708245243129,0,0
"Haliplidae_Lymnaeidae",0.00105708245243129,0.00161550888529887,0.0025
"Haliplidae_Nemouridae",0,0,0
"Haliplidae_Odontoceridae",0,0,0
"Haliplidae_Pelecypoda",0,0.000807754442649435,0.01
"Haliplidae_Peltoperlidae",0,0,0
"Haliplidae_Perlidae",0.00105708245243129,0,0
"Haliplidae_Perlodidae",0,0,0
"Haliplidae_Philopotamidae",0.00105708245243129,0,0
"Haliplidae_Physidae",0.00105708245243129,0.000807754442649435,0.01
"Haliplidae_Polycentropodidae",0.00105708245243129,0.000807754442649435,0.0025
"Haliplidae_Polymitarcyidae",0,0,0
"Haliplidae_Potamanthidae",0,0,0
"Haliplidae_Psephenidae",0.00105708245243129,0.000807754442649435,0
"Haliplidae_Pteronarcidae",0,0,0
"Haliplidae_Rhyacophilidae",0,0,0
"Haliplidae_Sialidae",0,0,0
"Haliplidae_Simuliidae",0,0.000807754442649435,0.005
"Haliplidae_Tabanidae",0,0.000807754442649435,0.005
"Haliplidae_Turbellaria",0.00105708245243129,0.000807754442649435,0.01
"Haliplidae_Uenoidae",0,0,0
"Helicopsychidae_Heptageniidae",0.0623678646934461,0.0250403877221325,0.0025
"Helicopsychidae_Hirudinea",0,0.00161550888529887,0
"Helicopsychidae_Hydroptilidae",0.0137420718816068,0.0145395799676898,0
"Helicopsychidae_Isonychiidae",0.0539112050739958,0.018578352180937,0
"Helicopsychidae_Lepidostomatidae",0.0116279069767442,0,0.0025
"Helicopsychidae_Leptohyphidae",0.0169133192389006,0.00807754442649435,0
"Helicopsychidae_Leptophlebiidae",0.00739957716701903,0.000807754442649435,0
"Helicopsychidae_Leuctridae",0.00317124735729387,0.000807754442649435,0
"Helicopsychidae_Lymnaeidae",0.00211416490486258,0.000807754442649435,0
"Helicopsychidae_Nemouridae",0,0,0
"Helicopsychidae_Odontoceridae",0.00951374207188161,0.00484652665589661,0
"Helicopsychidae_Pelecypoda",0.00739957716701903,0.00403877221324717,0.0025
"Helicopsychidae_Peltoperlidae",0.00105708245243129,0,0
"Helicopsychidae_Perlidae",0.0570824524312896,0.0177705977382876,0
"Helicopsychidae_Perlodidae",0.00105708245243129,0.000807754442649435,0
"Helicopsychidae_Philopotamidae",0.0697674418604651,0.0306946688206785,0.0025
"Helicopsychidae_Physidae",0.00634249471458774,0.0024232633279483,0.005
"Helicopsychidae_Polycentropodidae",0.00845665961945032,0.0024232633279483,0
"Helicopsychidae_Polymitarcyidae",0.00317124735729387,0,0
"Helicopsychidae_Potamanthidae",0.00211416490486258,0,0
"Helicopsychidae_Psephenidae",0.0613107822410148,0.0347334410339257,0.005
"Helicopsychidae_Pteronarcidae",0.00317124735729387,0.000807754442649435,0
"Helicopsychidae_Rhyacophilidae",0.0200845665961945,0.00726978998384491,0.0025
"Helicopsychidae_Sialidae",0.00422832980972516,0.000807754442649435,0
"Helicopsychidae_Simuliidae",0.0190274841437632,0.0121163166397415,0.005
"Helicopsychidae_Tabanidae",0.00634249471458774,0.00323101777059774,0
"Helicopsychidae_Turbellaria",0.0158562367864693,0.018578352180937,0.0025
"Helicopsychidae_Uenoidae",0.00317124735729387,0,0
"Heptageniidae_Hirudinea",0.0137420718816068,0.0161550888529887,0.0225
"Heptageniidae_Hydroptilidae",0.109936575052854,0.0670436187399031,0.005
"Heptageniidae_Isonychiidae",0.473572938689218,0.17205169628433,0.0025
"Heptageniidae_Lepidostomatidae",0.087737843551797,0.0153473344103393,0.0025
"Heptageniidae_Leptohyphidae",0.12262156448203,0.0444264943457189,0.0075
"Heptageniidae_Leptophlebiidae",0.252642706131078,0.0654281098546042,0
"Heptageniidae_Leuctridae",0.217758985200846,0.0605815831987076,0.005
"Heptageniidae_Lymnaeidae",0.00528541226215645,0.0105008077544426,0.005
"Heptageniidae_Nemouridae",0.0232558139534884,0.00646203554119548,0.0025
"Heptageniidae_Odontoceridae",0.0835095137420719,0.012924071082391,0
"Heptageniidae_Pelecypoda",0.0718816067653277,0.0589660743134087,0.015
"Heptageniidae_Peltoperlidae",0.0433403805496829,0.012924071082391,0
"Heptageniidae_Perlidae",0.615221987315011,0.206785137318255,0.0025
"Heptageniidae_Perlodidae",0.0866807610993657,0.0169628432956381,0
"Heptageniidae_Philopotamidae",0.6553911205074,0.303715670436187,0.0275
"Heptageniidae_Physidae",0.0285412262156448,0.0323101777059774,0.0125
"Heptageniidae_Polycentropodidae",0.087737843551797,0.0323101777059774,0.0025
"Heptageniidae_Polymitarcyidae",0.0200845665961945,0.00323101777059774,0
"Heptageniidae_Potamanthidae",0.0137420718816068,0.00807754442649435,0
"Heptageniidae_Psephenidae",0.45877378435518,0.25767366720517,0.0425
"Heptageniidae_Pteronarcidae",0.0972515856236787,0.0137318255250404,0
"Heptageniidae_Rhyacophilidae",0.239957716701903,0.0678513731825525,0
"Heptageniidae_Sialidae",0.03276955602537,0.0363489499192246,0.01
"Heptageniidae_Simuliidae",0.281183932346723,0.191437802907916,0.0475
"Heptageniidae_Tabanidae",0.0264270613107822,0.018578352180937,0.0125
"Heptageniidae_Turbellaria",0.0972515856236787,0.103392568659128,0.0275
"Heptageniidae_Uenoidae",0.0306553911205074,0.00646203554119548,0
"Hirudinea_Hydroptilidae",0.00105708245243129,0.00969305331179321,0.0225
"Hirudinea_Isonychiidae",0.0105708245243129,0.00484652665589661,0
"Hirudinea_Lepidostomatidae",0.00105708245243129,0,0
"Hirudinea_Leptohyphidae",0,0.0024232633279483,0.0025
"Hirudinea_Leptophlebiidae",0.00528541226215645,0.00323101777059774,0.0025
"Hirudinea_Leuctridae",0.00211416490486258,0.00161550888529887,0.0075
"Hirudinea_Lymnaeidae",0.00105708245243129,0.0024232633279483,0.015
"Hirudinea_Nemouridae",0.00105708245243129,0,0
"Hirudinea_Odontoceridae",0,0.000807754442649435,0
"Hirudinea_Pelecypoda",0.00317124735729387,0.00323101777059774,0.0725
"Hirudinea_Peltoperlidae",0,0,0
"Hirudinea_Perlidae",0.0105708245243129,0.00484652665589661,0
"Hirudinea_Perlodidae",0.00105708245243129,0.000807754442649435,0
"Hirudinea_Philopotamidae",0.00951374207188161,0.018578352180937,0.025
"Hirudinea_Physidae",0.00105708245243129,0.00646203554119548,0.0625
"Hirudinea_Polycentropodidae",0,0.00323101777059774,0.005
"Hirudinea_Polymitarcyidae",0,0.000807754442649435,0
"Hirudinea_Potamanthidae",0,0.000807754442649435,0
"Hirudinea_Psephenidae",0.00739957716701903,0.0193861066235864,0.0225
"Hirudinea_Pteronarcidae",0,0,0
"Hirudinea_Rhyacophilidae",0.00317124735729387,0.00323101777059774,0
"Hirudinea_Sialidae",0,0.0024232633279483,0.0075
"Hirudinea_Simuliidae",0.00634249471458774,0.0218093699515347,0.075
"Hirudinea_Tabanidae",0.00105708245243129,0.000807754442649435,0.015
"Hirudinea_Turbellaria",0.00105708245243129,0.0145395799676898,0.11
"Hirudinea_Uenoidae",0.00105708245243129,0.000807754442649435,0
"Hydroptilidae_Isonychiidae",0.0813953488372093,0.0411954765751212,0
"Hydroptilidae_Lepidostomatidae",0.025369978858351,0.0024232633279483,0
"Hydroptilidae_Leptohyphidae",0.0380549682875264,0.024232633279483,0.0025
"Hydroptilidae_Leptophlebiidae",0.0295983086680761,0.00888529886914378,0.0025
"Hydroptilidae_Leuctridae",0.0338266384778013,0.012924071082391,0.0025
"Hydroptilidae_Lymnaeidae",0.00105708245243129,0.00646203554119548,0.0075
"Hydroptilidae_Nemouridae",0.00317124735729387,0.000807754442649435,0
"Hydroptilidae_Odontoceridae",0.00317124735729387,0.00161550888529887,0
"Hydroptilidae_Pelecypoda",0.0116279069767442,0.0210016155088853,0.015
"Hydroptilidae_Peltoperlidae",0.0116279069767442,0.000807754442649435,0
