"Pair","PfamH","Pfam","PFamL"
"Hydroptilidae_Perlidae",0.101479915433404,0.0403877221324717,0.0025
"Hydroptilidae_Perlodidae",0.0179704016913319,0.00323101777059774,0
"Hydroptilidae_Philopotamidae",0.118393234672304,0.0807754442649435,0.01
"Hydroptilidae_Physidae",0.00951374207188161,0.0210016155088853,0.015
"Hydroptilidae_Polycentropodidae",0.0232558139534884,0.00969305331179321,0.0075
"Hydroptilidae_Polymitarcyidae",0.00739957716701903,0.000807754442649435,0
"Hydroptilidae_Potamanthidae",0.00317124735729387,0.00161550888529887,0
"Hydroptilidae_Psephenidae",0.0835095137420719,0.0807754442649435,0.0075
"Hydroptilidae_Pteronarcidae",0.00739957716701903,0.0024232633279483,0
"Hydroptilidae_Rhyacophilidae",0.0486257928118393,0.012924071082391,0
"Hydroptilidae_Sialidae",0.00951374207188161,0.00565428109854604,0.0025
"Hydroptilidae_Simuliidae",0.03276955602537,0.0856219709208401,0.035
"Hydroptilidae_Tabanidae",0.00634249471458774,0.00646203554119548,0.0025
"Hydroptilidae_Turbellaria",0.03276955602537,0.0500807754442649,0.0425
"Hydroptilidae_Uenoidae",0.00845665961945032,0.0024232633279483,0
"Isonychiidae_Lepidostomatidae",0.0507399577167019,0.00565428109854604,0
"Isonychiidae_Leptohyphidae",0.0940803382663848,0.0226171243941842,0.005
"Isonychiidae_Leptophlebiidae",0.150105708245243,0.0201938610662359,0
"Isonychiidae_Leuctridae",0.0940803382663848,0.024232633279483,0
"Isonychiidae_Lymnaeidae",0.00422832980972516,0.00403877221324717,0
"Isonychiidae_Nemouridae",0,0.000807754442649435,0
"Isonychiidae_Odontoceridae",0.0634249471458774,0.00888529886914378,0
"Isonychiidae_Pelecypoda",0.0560253699788584,0.024232633279483,0.005
"Isonychiidae_Peltoperlidae",0.0105708245243129,0.00403877221324717,0
"Isonychiidae_Perlidae",0.452431289640592,0.145395799676898,0.0075
"Isonychiidae_Perlodidae",0.0317124735729387,0.00323101777059774,0
"Isonychiidae_Philopotamidae",0.470401691331924,0.19951534733441,0.01
"Isonychiidae_Physidae",0.0221987315010571,0.0137318255250404,0
"Isonychiidae_Polycentropodidae",0.0528541226215645,0.0161550888529887,0.0025
"Isonychiidae_Polymitarcyidae",0.0190274841437632,0.00403877221324717,0
"Isonychiidae_Potamanthidae",0.0116279069767442,0.00323101777059774,0
"Isonychiidae_Psephenidae",0.356236786469345,0.170436187399031,0.005
"Isonychiidae_Pteronarcidae",0.0348837209302326,0.00323101777059774,0
"Isonychiidae_Rhyacophilidae",0.13953488372093,0.0355411954765751,0
"Isonychiidae_Sialidae",0.0211416490486258,0.0177705977382876,0
"Isonychiidae_Simuliidae",0.170190274841438,0.101777059773829,0.005
"Isonychiidae_Tabanidae",0.0211416490486258,0.00565428109854604,0
"Isonychiidae_Turbellaria",0.0930232558139535,0.0500807754442649,0.0025
"Isonychiidae_Uenoidae",0.0137420718816068,0.00161550888529887,0
"Lepidostomatidae_Leptohyphidae",0.0179704016913319,0,0
"Lepidostomatidae_Leptophlebiidae",0.0528541226215645,0.00646203554119548,0
"Lepidostomatidae_Leuctridae",0.0496828752642706,0.0161550888529887,0.0025
"Lepidostomatidae_Lymnaeidae",0.00211416490486258,0.000807754442649435,0
"Lepidostomatidae_Nemouridae",0.00845665961945032,0.00646203554119548,0
"Lepidostomatidae_Odontoceridae",0.0221987315010571,0.0024232633279483,0
"Lepidostomatidae_Pelecypoda",0.0190274841437632,0.00484652665589661,0
"Lepidostomatidae_Peltoperlidae",0.0169133192389006,0.00323101777059774,0
"Lepidostomatidae_Perlidae",0.0940803382663848,0.012924071082391,0
"Lepidostomatidae_Perlodidae",0.0274841437632135,0.00403877221324717,0
"Lepidostomatidae_Philopotamidae",0.100422832980973,0.024232633279483,0
"Lepidostomatidae_Physidae",0.00211416490486258,0.00403877221324717,0
"Lepidostomatidae_Polycentropodidae",0.0211416490486258,0.00403877221324717,0
"Lepidostomatidae_Polymitarcyidae",0.00211416490486258,0,0
"Lepidostomatidae_Potamanthidae",0.00422832980972516,0.000807754442649435,0
"Lepidostomatidae_Psephenidae",0.0454545454545455,0.0137318255250404,0.0025
"Lepidostomatidae_Pteronarcidae",0.0243128964059197,0.0024232633279483,0
"Lepidostomatidae_Rhyacophilidae",0.0549682875264271,0.0177705977382876,0.0025
"Lepidostomatidae_Sialidae",0.00211416490486258,0.00161550888529887,0
"Lepidostomatidae_Simuliidae",0.040169133192389,0.0137318255250404,0.0025
"Lepidostomatidae_Tabanidae",0.00422832980972516,0.00403877221324717,0
"Lepidostomatidae_Turbellaria",0.0158562367864693,0.00807754442649435,0
"Lepidostomatidae_Uenoidae",0.00528541226215645,0.00161550888529887,0
"Leptohyphidae_Leptophlebiidae",0.0338266384778013,0.012924071082391,0.0025
"Leptohyphidae_Leuctridae",0.0264270613107822,0.0145395799676898,0.0025
"Leptohyphidae_Lymnaeidae",0.00105708245243129,0.00403877221324717,0
"Leptohyphidae_Nemouridae",0,0.0024232633279483,0
"Leptohyphidae_Odontoceridae",0.00951374207188161,0.00646203554119548,0
"Leptohyphidae_Pelecypoda",0.0200845665961945,0.0177705977382876,0.0075
"Leptohyphidae_Peltoperlidae",0,0,0
"Leptohyphidae_Perlidae",0.104651162790698,0.0339256865912763,0.0075
"Leptohyphidae_Perlodidae",0.00317124735729387,0,0
"Leptohyphidae_Philopotamidae",0.0993657505285412,0.0411954765751212,0.005
"Leptohyphidae_Physidae",0.0116279069767442,0.00888529886914378,0.005
"Leptohyphidae_Polycentropodidae",0.0179704016913319,0.00807754442649435,0.005
"Leptohyphidae_Polymitarcyidae",0.00528541226215645,0,0
"Leptohyphidae_Potamanthidae",0.00422832980972516,0.00403877221324717,0
"Leptohyphidae_Psephenidae",0.0845665961945032,0.0476575121163166,0.01
"Leptohyphidae_Pteronarcidae",0.00528541226215645,0.000807754442649435,0
"Leptohyphidae_Rhyacophilidae",0.0285412262156448,0.00726978998384491,0
"Leptohyphidae_Sialidae",0.00845665961945032,0.00646203554119548,0.0025
"Leptohyphidae_Simuliidae",0.0486257928118393,0.031502423263328,0.01
"Leptohyphidae_Tabanidae",0.00528541226215645,0.00726978998384491,0.005
"Leptohyphidae_Turbellaria",0.0211416490486258,0.0169628432956381,0.005
"Leptohyphidae_Uenoidae",0.00528541226215645,0.0024232633279483,0
"Leptophlebiidae_Leuctridae",0.135306553911205,0.0298869143780291,0.0075
"Leptophlebiidae_Lymnaeidae",0.00634249471458774,0.00484652665589661,0.0025
"Leptophlebiidae_Nemouridae",0.0169133192389006,0.00403877221324717,0
"Leptophlebiidae_Odontoceridae",0.0338266384778013,0.00565428109854604,0
"Leptophlebiidae_Pelecypoda",0.0169133192389006,0.0113085621970921,0.005
"Leptophlebiidae_Peltoperlidae",0.0169133192389006,0.00161550888529887,0
"Leptophlebiidae_Perlidae",0.241014799154334,0.0484652665589661,0.0075
"Leptophlebiidae_Perlodidae",0.0528541226215645,0.00484652665589661,0
"Leptophlebiidae_Philopotamidae",0.241014799154334,0.0662358642972536,0.0025
"Leptophlebiidae_Physidae",0.00845665961945032,0.00807754442649435,0.01
"Leptophlebiidae_Polycentropodidae",0.0507399577167019,0.012924071082391,0.0025
"Leptophlebiidae_Polymitarcyidae",0.00422832980972516,0,0
"Leptophlebiidae_Potamanthidae",0,0.00323101777059774,0
"Leptophlebiidae_Psephenidae",0.164904862579281,0.0508885298869144,0.0025
"Leptophlebiidae_Pteronarcidae",0.0517970401691332,0.00565428109854604,0
"Leptophlebiidae_Rhyacophilidae",0.0993657505285412,0.0169628432956381,0.0025
"Leptophlebiidae_Sialidae",0.0137420718816068,0.0153473344103393,0
"Leptophlebiidae_Simuliidae",0.135306553911205,0.037156704361874,0.01
"Leptophlebiidae_Tabanidae",0.0116279069767442,0.00565428109854604,0.0075
"Leptophlebiidae_Turbellaria",0.0306553911205074,0.0177705977382876,0.0025
"Leptophlebiidae_Uenoidae",0.0169133192389006,0.000807754442649435,0
"Leuctridae_Lymnaeidae",0.00422832980972516,0.00403877221324717,0
"Leuctridae_Nemouridae",0.0243128964059197,0.0145395799676898,0.0025
"Leuctridae_Odontoceridae",0.0317124735729387,0.00726978998384491,0
"Leuctridae_Pelecypoda",0.00951374207188161,0.00888529886914378,0.0025
"Leuctridae_Peltoperlidae",0.0380549682875264,0.0113085621970921,0
"Leuctridae_Perlidae",0.204016913319239,0.0718901453957997,0.0025
"Leuctridae_Perlodidae",0.0687103594080338,0.0145395799676898,0
"Leuctridae_Philopotamidae",0.219873150105708,0.0969305331179321,0.0025
"Leuctridae_Physidae",0.00528541226215645,0.00969305331179321,0.01
"Leuctridae_Polycentropodidae",0.0369978858350951,0.0234248788368336,0.005
"Leuctridae_Polymitarcyidae",0.00211416490486258,0.000807754442649435,0
"Leuctridae_Potamanthidae",0.00211416490486258,0,0
"Leuctridae_Psephenidae",0.125792811839323,0.0565428109854604,0
"Leuctridae_Pteronarcidae",0.0676532769556025,0.0113085621970921,0
"Leuctridae_Rhyacophilidae",0.118393234672304,0.0605815831987076,0.005
"Leuctridae_Sialidae",0.0158562367864693,0.0137318255250404,0.0025
"Leuctridae_Simuliidae",0.113107822410148,0.0815831987075929,0.0125
"Leuctridae_Tabanidae",0.00951374207188161,0.0161550888529887,0
"Leuctridae_Turbellaria",0.0137420718816068,0.0161550888529887,0.01
"Leuctridae_Uenoidae",0.0147991543340381,0.00323101777059774,0
"Lymnaeidae_Nemouridae",0.00105708245243129,0,0
"Lymnaeidae_Odontoceridae",0,0.000807754442649435,0
"Lymnaeidae_Pelecypoda",0,0.00403877221324717,0.025
"Lymnaeidae_Peltoperlidae",0,0,0
"Lymnaeidae_Perlidae",0.0105708245243129,0.00484652665589661,0
"Lymnaeidae_Perlodidae",0.00105708245243129,0.000807754442649435,0
"Lymnaeidae_Philopotamidae",0.00951374207188161,0.0121163166397415,0.0075
"Lymnaeidae_Physidae",0.00317124735729387,0.0121163166397415,0.02
"Lymnaeidae_Polycentropodidae",0.00317124735729387,0.000807754442649435,0
"Lymnaeidae_Polymitarcyidae",0,0,0
"Lymnaeidae_Potamanthidae",0,0.000807754442649435,0
"Lymnaeidae_Psephenidae",0.00739957716701903,0.0113085621970921,0.0075
"Lymnaeidae_Pteronarcidae",0,0,0.0025
"Lymnaeidae_Rhyacophilidae",0.00211416490486258,0.000807754442649435,0
"Lymnaeidae_Sialidae",0,0.000807754442649435,0.0025
"Lymnaeidae_Simuliidae",0.00845665961945032,0.00888529886914378,0.0125
"Lymnaeidae_Tabanidae",0,0.0024232633279483,0.005
"Lymnaeidae_Turbellaria",0.00317124735729387,0.00565428109854604,0.01
"Lymnaeidae_Uenoidae",0.00105708245243129,0,0
"Nemouridae_Odontoceridae",0.00105708245243129,0.000807754442649435,0
"Nemouridae_Pelecypoda",0.00105708245243129,0.0024232633279483,0
"Nemouridae_Peltoperlidae",0.00422832980972516,0.000807754442649435,0
"Nemouridae_Perlidae",0.00845665961945032,0.00403877221324717,0
"Nemouridae_Perlodidae",0.0169133192389006,0.00323101777059774,0
"Nemouridae_Philopotamidae",0.0232558139534884,0.00969305331179321,0
"Nemouridae_Physidae",0,0,0
"Nemouridae_Polycentropodidae",0.00422832980972516,0.00565428109854604,0
"Nemouridae_Polymitarcyidae",0,0,0
"Nemouridae_Potamanthidae",0,0,0
"Nemouridae_Psephenidae",0.00317124735729387,0.0024232633279483,0
"Nemouridae_Pteronarcidae",0.00951374207188161,0.00323101777059774,0
"Nemouridae_Rhyacophilidae",0.0200845665961945,0.0137318255250404,0
"Nemouridae_Sialidae",0.00105708245243129,0.0024232633279483,0
"Nemouridae_Simuliidae",0.0211416490486258,0.0145395799676898,0.0025
"Nemouridae_Tabanidae",0.00105708245243129,0.00403877221324717,0
"Nemouridae_Turbellaria",0,0.00323101777059774,0
"Nemouridae_Uenoidae",0.00317124735729387,0,0
"Odontoceridae_Pelecypoda",0.00528541226215645,0.0024232633279483,0
"Odontoceridae_Peltoperlidae",0.00739957716701903,0,0
"Odontoceridae_Perlidae",0.0887949260042283,0.0153473344103393,0
"Odontoceridae_Perlodidae",0.00739957716701903,0.0024232633279483,0
"Odontoceridae_Philopotamidae",0.0813953488372093,0.0121163166397415,0
"Odontoceridae_Physidae",0.00317124735729387,0.00323101777059774,0
"Odontoceridae_Polycentropodidae",0.0137420718816068,0.00403877221324717,0
"Odontoceridae_Polymitarcyidae",0.00105708245243129,0,0
"Odontoceridae_Potamanthidae",0,0,0
"Odontoceridae_Psephenidae",0.06553911205074,0.018578352180937,0
"Odontoceridae_Pteronarcidae",0.00951374207188161,0.00403877221324717,0
"Odontoceridae_Rhyacophilidae",0.0306553911205074,0.00726978998384491,0
"Odontoceridae_Sialidae",0.00105708245243129,0.00403877221324717,0
"Odontoceridae_Simuliidae",0.0264270613107822,0.00807754442649435,0
"Odontoceridae_Tabanidae",0.00211416490486258,0.00807754442649435,0
"Odontoceridae_Turbellaria",0.0169133192389006,0.00403877221324717,0
"Odontoceridae_Uenoidae",0.00634249471458774,0.000807754442649435,0
"Pbap",0.36609907120743,0.479102167182663,0.154798761609907
"Pelecypoda_Peltoperlidae",0.00422832980972516,0.00323101777059774,0
"Pelecypoda_Perlidae",0.0718816067653277,0.0274636510500808,0.0125
"Pelecypoda_Perlodidae",0.00634249471458774,0.000807754442649435,0
"Pelecypoda_Philopotamidae",0.0708245243128964,0.0597738287560582,0.0325
"Pelecypoda_Physidae",0.00211416490486258,0.012924071082391,0.0525
"Pelecypoda_Polycentropodidae",0.00845665961945032,0.00726978998384491,0.0125
"Pelecypoda_Polymitarcyidae",0.00422832980972516,0,0
"Pelecypoda_Potamanthidae",0.00211416490486258,0.00323101777059774,0
"Pelecypoda_Psephenidae",0.0528541226215645,0.0646203554119548,0.04
"Pelecypoda_Pteronarcidae",0.00317124735729387,0.00161550888529887,0
"Pelecypoda_Rhyacophilidae",0.0190274841437632,0.00888529886914378,0
"Pelecypoda_Sialidae",0.00951374207188161,0.0105008077544426,0.0025
"Pelecypoda_Simuliidae",0.040169133192389,0.0468497576736672,0.0925
"Pelecypoda_Tabanidae",0.00105708245243129,0.00484652665589661,0.02
"Pelecypoda_Turbellaria",0.0147991543340381,0.0347334410339257,0.0825
"Pelecypoda_Uenoidae",0.00105708245243129,0.00403877221324717,0
"Peltoperlidae_Perlidae",0.0380549682875264,0.0145395799676898,0
"Peltoperlidae_Perlodidae",0.0232558139534884,0.00403877221324717,0
"Peltoperlidae_Philopotamidae",0.0517970401691332,0.0210016155088853,0
"Peltoperlidae_Physidae",0.00105708245243129,0.0024232633279483,0
"Peltoperlidae_Polycentropodidae",0.0116279069767442,0.00323101777059774,0
"Peltoperlidae_Polymitarcyidae",0,0,0
"Peltoperlidae_Potamanthidae",0,0,0
"Peltoperlidae_Psephenidae",0.0179704016913319,0.0105008077544426,0
"Peltoperlidae_Pteronarcidae",0.0221987315010571,0.00323101777059774,0
"Peltoperlidae_Rhyacophilidae",0.0348837209302326,0.012924071082391,0
"Peltoperlidae_Sialidae",0.00317124735729387,0.000807754442649435,0
"Peltoperlidae_Simuliidae",0.0264270613107822,0.0113085621970921,0
"Peltoperlidae_Tabanidae",0.00317124735729387,0,0
"Peltoperlidae_Turbellaria",0.00105708245243129,0.0024232633279483,0
"Peltoperlidae_Uenoidae",0.00317124735729387,0,0
"Perlidae_Perlodidae",0.0644820295983087,0.00807754442649435,0
"Perlidae_Philopotamidae",0.60676532769556,0.264135702746365,0.005
"Perlidae_Physidae",0.0221987315010571,0.0193861066235864,0.005
"Perlidae_Polycentropodidae",0.0824524312896406,0.024232633279483,0
"Perlidae_Polymitarcyidae",0.0179704016913319,0.0024232633279483,0
"Perlidae_Potamanthidae",0.0105708245243129,0.00323101777059774,0
"Perlidae_Psephenidae",0.455602536997886,0.210016155088853,0.0175
"Perlidae_Pteronarcidae",0.0835095137420719,0.0169628432956381,0
"Perlidae_Rhyacophilidae",0.234672304439746,0.0831987075928918,0.0025
"Perlidae_Sialidae",0.0264270613107822,0.0201938610662359,0.0025
"Perlidae_Simuliidae",0.254756871035941,0.149434571890145,0.02
"Perlidae_Tabanidae",0.0243128964059197,0.0153473344103393,0.01
"Perlidae_Turbellaria",0.0940803382663848,0.0573505654281099,0.0025
"Perlidae_Uenoidae",0.0200845665961945,0.00403877221324717,0.0025
"Perlodidae_Philopotamidae",0.0951374207188161,0.0201938610662359,0
"Perlodidae_Physidae",0.00105708245243129,0,0
"Perlodidae_Polycentropodidae",0.0147991543340381,0.00565428109854604,0
"Perlodidae_Polymitarcyidae",0.00211416490486258,0,0
"Perlodidae_Potamanthidae",0,0,0
"Perlodidae_Psephenidae",0.03276955602537,0.00646203554119548,0
"Perlodidae_Pteronarcidae",0.0422832980972516,0.00323101777059774,0
"Perlodidae_Rhyacophilidae",0.0792811839323467,0.0169628432956381,0
"Perlodidae_Sialidae",0.00422832980972516,0,0
"Perlodidae_Simuliidae",0.0443974630021142,0.0153473344103393,0
"Perlodidae_Tabanidae",0.00105708245243129,0.00323101777059774,0
"Perlodidae_Turbellaria",0.00528541226215645,0.00323101777059774,0
"Perlodidae_Uenoidae",0.0105708245243129,0.0024232633279483,0
"Philopotamidae_Physidae",0.0295983086680761,0.0379644588045234,0.0175
"Philopotamidae_Polycentropodidae",0.0909090909090909,0.0347334410339257,0.0075
"Philopotamidae_Polymitarcyidae",0.0169133192389006,0.00403877221324717,0
"Philopotamidae_Potamanthidae",0.0105708245243129,0.00565428109854604,0
"Philopotamidae_Psephenidae",0.451374207188161,0.323101777059774,0.07
"Philopotamidae_Pteronarcidae",0.10676532769556,0.0169628432956381,0.0025
"Philopotamidae_Rhyacophilidae",0.26215644820296,0.111470113085622,0.0075
"Philopotamidae_Sialidae",0.0306553911205074,0.031502423263328,0.0075
"Philopotamidae_Simuliidae",0.292811839323467,0.265751211631664,0.09
"Philopotamidae_Tabanidae",0.025369978858351,0.0210016155088853,0.01
"Philopotamidae_Turbellaria",0.108879492600423,0.144588045234249,0.0975
"Philopotamidae_Uenoidae",0.025369978858351,0.00807754442649435,0
"Physidae_Polycentropodidae",0.00422832980972516,0.00888529886914378,0
"Physidae_Polymitarcyidae",0,0,0
"Physidae_Potamanthidae",0,0.000807754442649435,0
"Physidae_Psephenidae",0.0211416490486258,0.0347334410339257,0.0225
"Physidae_Pteronarcidae",0.00211416490486258,0.00161550888529887,0.0025
"Physidae_Rhyacophilidae",0.00845665961945032,0.00484652665589661,0.0025
"Physidae_Sialidae",0.00211416490486258,0.00403877221324717,0.0125
"Physidae_Simuliidae",0.00951374207188161,0.0331179321486268,0.07
"Physidae_Tabanidae",0.00105708245243129,0.00565428109854604,0.0225
"Physidae_Turbellaria",0.00845665961945032,0.018578352180937,0.065
"Physidae_Uenoidae",0,0,0
"Polycentropodidae_Polymitarcyidae",0.00105708245243129,0,0
"Polycentropodidae_Potamanthidae",0.00105708245243129,0,0
"Polycentropodidae_Psephenidae",0.0528541226215645,0.0306946688206785,0.005
"Polycentropodidae_Pteronarcidae",0.0158562367864693,0.000807754442649435,0
"Polycentropodidae_Rhyacophilidae",0.0422832980972516,0.0169628432956381,0.0025
"Polycentropodidae_Sialidae",0.00528541226215645,0.00807754442649435,0.005
"Polycentropodidae_Simuliidae",0.0465116279069767,0.0258481421647819,0.01
"Polycentropodidae_Tabanidae",0.00422832980972516,0.00484652665589661,0
"Polycentropodidae_Turbellaria",0.0158562367864693,0.0121163166397415,0.01
"Polycentropodidae_Uenoidae",0.00528541226215645,0.0024232633279483,0
"Polymitarcyidae_Potamanthidae",0.00211416490486258,0,0
"Polymitarcyidae_Psephenidae",0.0190274841437632,0.00161550888529887,0
"Polymitarcyidae_Pteronarcidae",0,0,0
"Polymitarcyidae_Rhyacophilidae",0.00634249471458774,0,0
"Polymitarcyidae_Sialidae",0.00105708245243129,0.000807754442649435,0
"Polymitarcyidae_Simuliidae",0.00739957716701903,0.0024232633279483,0
"Polymitarcyidae_Tabanidae",0,0,0
"Polymitarcyidae_Turbellaria",0.00317124735729387,0.000807754442649435,0
"Polymitarcyidae_Uenoidae",0.00105708245243129,0,0
"Potamanthidae_Psephenidae",0.00951374207188161,0.00726978998384491,0
"Potamanthidae_Pteronarcidae",0,0,0
"Potamanthidae_Rhyacophilidae",0.00105708245243129,0.00161550888529887,0
"Potamanthidae_Sialidae",0.00317124735729387,0.00161550888529887,0
"Potamanthidae_Simuliidae",0.00317124735729387,0.00161550888529887,0
"Potamanthidae_Tabanidae",0,0,0
"Potamanthidae_Turbellaria",0.00211416490486258,0.00161550888529887,0
"Potamanthidae_Uenoidae",0,0,0
"Psephenidae_Pteronarcidae",0.0433403805496829,0.00888529886914378,0.0025
"Psephenidae_Rhyacophilidae",0.144820295983087,0.0621970920840065,0.0025
"Psephenidae_Sialidae",0.0295983086680761,0.031502423263328,0.015
"Psephenidae_Simuliidae",0.176532769556025,0.172859450726979,0.09
"Psephenidae_Tabanidae",0.025369978858351,0.0193861066235864,0.0075
"Psephenidae_Turbellaria",0.0909090909090909,0.127625201938611,0.085
"Psephenidae_Uenoidae",0.0169133192389006,0.00646203554119548,0
"Pteronarcidae_Rhyacophilidae",0.0739957716701903,0.00969305331179321,0
"Pteronarcidae_Sialidae",0.00422832980972516,0.000807754442649435,0.0025
"Pteronarcidae_Simuliidae",0.0517970401691332,0.012924071082391,0
"Pteronarcidae_Tabanidae",0.00105708245243129,0,0
"Pteronarcidae_Turbellaria",0.00739957716701903,0.00161550888529887,0
"Pteronarcidae_Uenoidae",0.00951374207188161,0.000807754442649435,0
"Rhyacophilidae_Sialidae",0.00739957716701903,0.0113085621970921,0
"Rhyacophilidae_Simuliidae",0.125792811839323,0.079967689822294,0.005
"Rhyacophilidae_Tabanidae",0.00422832980972516,0.0105008077544426,0.0025
"Rhyacophilidae_Turbellaria",0.0243128964059197,0.024232633279483,0
"Rhyacophilidae_Uenoidae",0.0179704016913319,0.0024232633279483,0.0025
"Sialidae_Simuliidae",0.0105708245243129,0.0161550888529887,0.005
"Sialidae_Tabanidae",0.00317124735729387,0.00565428109854604,0.01
"Sialidae_Turbellaria",0.00528541226215645,0.0137318255250404,0.005
"Sialidae_Uenoidae",0.00211416490486258,0.000807754442649435,0
"Simuliidae_Tabanidae",0.0126849894291755,0.0161550888529887,0.0125
"Simuliidae_Turbellaria",0.0496828752642706,0.098546042003231,0.16
"Simuliidae_Uenoidae",0.0137420718816068,0.00484652665589661,0.0025
"Tabanidae_Turbellaria",0.00317124735729387,0.00726978998384491,0.0225
"Tabanidae_Uenoidae",0.00105708245243129,0,0.005
"Turbellaria_Uenoidae",0.00317124735729387,0.000807754442649435,0
