"sample_id","bap","probability"
2,5.4,0.490524712320063
3,8.07,0.999967478598661
4,5.73,0.999327518339113
7,6.96,0.995876582603261
10,4.51,0.641494908020205
13,8.29,0.990968225199852
19,8.08,0.994686452655942
23,7.89,0.957706215326072
24,7.06,0.960446990167806
25,3.4,0.000307750516218014
27,6.8,0.997162758338269
28,7.55,0.993503998541865
30,6.69,0.962456432043988
32,4.39,0.0375624516520613
33,3.05,0.065349523031553
34,5.81,0.586542442297382
36,6.88,0.947030347995382
38,5.47,0.719895707688379
39,4.03,0.551727592850418
42,5.91,0.860784400065023
44,6.43,0.0699206568414481
47,3.95,0.665478611523774
48,7.98,0.99199930747228
49,7.64,0.972951838374608
53,5.75,0.422151317939109
62,8.48,0.889770557671902
64,7.93,0.862614599602895
70,7.38,0.89915829436751
73,6.74,0.969197870417907
78,7.3,0.925804128305171
80,5.11,0.56207812608454
81,9.12,0.992048881217201
82,8.22,0.992283433837655
89,7.25,0.971511160713661
90,4.56,0.360406091370558
106,8.02,0.926709935464149
109,7.14,0.989353353267166
121,7.91,0.999814097400431
122,7.45,0.990851367437458
125,4.72,0.371230238159584
126,3.85,0.366700645358881
127,6.25,0.124436436170156
128,5.82,0.109720987453633
134,5.62,0.775178794913843
135,5.94,0.845370265538979
136,6.54,0.673548585853508
138,6.9,0.993789934761385
139,6.85,0.942732638593289
141,7.6,0.985056107117254
250,4.19,0.0623671430068732
252,7.12,0.918435433576158
253,5.93,0.932719299624136
260,6.45,0.726261600633601
261,6.77,0.951216209469856
262,7.28,0.977919997726529
266,7.24,0.942010475603922
270,6.65,0.918843336910663
273,6.75,0.81502499397275
274,8.17,0.999154682537816
277,5.77,0.786415819282401
280,8.33,0.999577587239903
282,5.1,0.608363600765332
287,7.78,0.995302344744002
293,7.41,0.991676783395852
314,7.7,0.998098993946727
319,6.8,0.927181856552328
323,7.49,0.999544307823885
335,5.3,0.119905045481822
338,6.46,0.493378007583533
341,7.79,0.388278053222187
346,7.03,0.865825705591831
351,3.33,0.00194860686978338
353,5.97,0.000817329911859195
355,6.34,0.345702758340984
359,8.14,0.974925702851397
362,5.87,0.641494908020205
363,7.68,0.955412621899069
365,9.31,0.999985235698169
366,6.62,0.806647935576724
368,8.68,0.999699347559856
369,7.56,0.986915327250188
378,6.46,0.591491391212064
379,3.39,0.173983105388205
380,3.7,0.0421782174685654
383,6.99,0.927323925143515
384,7.28,0.876212862620421
385,6.33,0.177540059504522
387,7.26,0.964955299024577
388,6.98,0.999066533015792
391,5.18,0.861310663879087
393,7.1,0.911499571065564
397,8.47,0.999655939775667
402,6.01,0.0919090829407539
404,7.09,0.997274100696529
407,3.71,0.00499374932386779
411,4.94,0.0909337533004484
412,7.93,0.993194982857754
416,8.66,0.999174084981853
419,6.44,0.727840273884146
422,6.34,0.124224833469834
425,5.32,0.0923012119432506
427,8.01,0.99992295433433
428,8.09,0.995343124144096
429,6.52,0.311267635659471
434,8.32,0.984047904591155
438,4.45,0.0642413652566025
441,7.72,0.673215078008317
442,8.74,0.999928993868604
444,2.93,0.00200522704418865
445,4.24,0.26899327516812
446,8.05,0.999811990256081
447,2.95,0.000644605549772222
448,5.31,0.239837398373983
452,7.21,0.999805978675015
455,7.82,0.944811774004465
458,7.82,0.995214721340524
459,6.04,0.331767850085727
460,8.6,0.989114821573123
470,7.89,0.306324527392539
474,7.93,0.989776322489782
475,8.35,0.999056865109472
477,8.1,0.998436185529936
483,8.35,0.999479612702099
489,5.44,0.656835590431243
490,8.98,0.999662107493787
493,7.7,0.96903452594736
496,6,0.99361560764403
